HGDP00555 HGDP00555 Papuan
HGDP00556 HGDP00556 Papuan
HGDP00557 HGDP00557 Druze
HGDP00558 HGDP00558 Druze
HGDP00559 HGDP00559 Druze
HGDP00560 HGDP00560 Druze
HGDP00561 HGDP00561 Druze
HGDP00562 HGDP00562 Druze
HGDP00563 HGDP00563 Druze
HGDP00564 HGDP00564 Druze
HGDP00565 HGDP00565 Druze
HGDP00566 HGDP00566 Druze
HGDP00567 HGDP00567 Druze
HGDP00568 HGDP00568 Druze
HGDP00569 HGDP00569 Druze
HGDP00571 HGDP00571 Druze
HGDP00572 HGDP00572 Druze
HGDP00573 HGDP00573 Druze
HGDP00574 HGDP00574 Druze
HGDP00575 HGDP00575 Druze
HGDP00576 HGDP00576 Druze
HGDP00577 HGDP00577 Druze
HGDP00578 HGDP00578 Druze
HGDP00579 HGDP00579 Druze
HGDP00580 HGDP00580 Druze
HGDP00581 HGDP00581 Druze
HGDP00582 HGDP00582 Druze
HGDP00583 HGDP00583 Druze
HGDP00584 HGDP00584 Druze
HGDP00586 HGDP00586 Druze
HGDP00587 HGDP00587 Druze
HGDP00588 HGDP00588 Druze
HGDP00590 HGDP00590 Druze
HGDP00591 HGDP00591 Druze
HGDP00594 HGDP00594 Druze
HGDP00595 HGDP00595 Druze
HGDP00597 HGDP00597 Druze
HGDP00598 HGDP00598 Druze
HGDP00599 HGDP00599 Druze
HGDP00600 HGDP00600 Druze
HGDP00601 HGDP00601 Druze
HGDP00602 HGDP00602 Druze
HGDP00604 HGDP00604 Druze
HGDP00606 HGDP00606 Druze
HGDP00607 HGDP00607 Bedouin
HGDP00608 HGDP00608 Bedouin
HGDP00609 HGDP00609 Bedouin
HGDP00610 HGDP00610 Bedouin
HGDP00611 HGDP00611 Bedouin
HGDP00612 HGDP00612 Bedouin
HGDP00613 HGDP00613 Bedouin
HGDP00614 HGDP00614 Bedouin
HGDP00615 HGDP00615 Bedouin
HGDP00616 HGDP00616 Bedouin
HGDP00618 HGDP00618 Bedouin
HGDP00619 HGDP00619 Bedouin
HGDP00620 HGDP00620 Bedouin
HGDP00622 HGDP00622 Bedouin
HGDP00623 HGDP00623 Bedouin
HGDP00624 HGDP00624 Bedouin
HGDP00625 HGDP00625 Bedouin
HGDP00626 HGDP00626 Bedouin
HGDP00627 HGDP00627 Bedouin
HGDP00628 HGDP00628 Bedouin
HGDP00629 HGDP00629 Bedouin
HGDP00630 HGDP00630 Bedouin
HGDP00631 HGDP00631 Bedouin
HGDP00632 HGDP00632 Bedouin
HGDP00634 HGDP00634 Bedouin
HGDP00635 HGDP00635 Bedouin
HGDP00636 HGDP00636 Bedouin
HGDP00637 HGDP00637 Bedouin
HGDP00638 HGDP00638 Bedouin
HGDP00639 HGDP00639 Bedouin
HGDP00640 HGDP00640 Bedouin
HGDP00641 HGDP00641 Bedouin
HGDP00642 HGDP00642 Bedouin
HGDP00643 HGDP00643 Bedouin
HGDP00644 HGDP00644 Bedouin
HGDP00645 HGDP00645 Bedouin
HGDP00646 HGDP00646 Bedouin
HGDP00647 HGDP00647 Bedouin
HGDP00648 HGDP00648 Bedouin
HGDP00649 HGDP00649 Bedouin
HGDP00650 HGDP00650 Bedouin
HGDP00651 HGDP00651 Bedouin
HGDP00653 HGDP00653 Bedouin
HGDP00654 HGDP00654 Bedouin
HGDP00655 HGDP00655 Melanesian
HGDP00656 HGDP00656 Melanesian
HGDP00661 HGDP00661 Melanesian
HGDP00662 HGDP00662 Melanesian
HGDP00663 HGDP00663 Melanesian
HGDP00664 HGDP00664 Melanesian
HGDP00665 HGDP00665 Sardinian
HGDP00666 HGDP00666 Sardinian
HGDP00667 HGDP00667 Sardinian
HGDP00668 HGDP00668 Sardinian
HGDP00669 HGDP00669 Sardinian
HGDP00670 HGDP00670 Sardinian
HGDP00671 HGDP00671 Sardinian
HGDP00672 HGDP00672 Sardinian
HGDP00673 HGDP00673 Sardinian
HGDP00674 HGDP00674 Sardinian
HGDP00675 HGDP00675 Palestinian
HGDP00676 HGDP00676 Palestinian
HGDP00677 HGDP00677 Palestinian
HGDP00678 HGDP00678 Palestinian
HGDP00679 HGDP00679 Palestinian
HGDP00680 HGDP00680 Palestinian
HGDP00682 HGDP00682 Palestinian
HGDP00683 HGDP00683 Palestinian
HGDP00684 HGDP00684 Palestinian
HGDP00685 HGDP00685 Palestinian
HGDP00686 HGDP00686 Palestinian
HGDP00687 HGDP00687 Palestinian
HGDP00688 HGDP00688 Palestinian
HGDP00689 HGDP00689 Palestinian
HGDP00690 HGDP00690 Palestinian
HGDP00691 HGDP00691 Palestinian
HGDP00692 HGDP00692 Palestinian
HGDP00693 HGDP00693 Palestinian
HGDP00694 HGDP00694 Palestinian
HGDP00696 HGDP00696 Palestinian
HGDP00697 HGDP00697 Palestinian
HGDP00698 HGDP00698 Palestinian
HGDP00699 HGDP00699 Palestinian
HGDP00700 HGDP00700 Palestinian
HGDP00701 HGDP00701 Bedouin
HGDP00702 HGDP00702 Colombian
HGDP00703 HGDP00703 Colombian
HGDP00704 HGDP00704 Colombian
HGDP00706 HGDP00706 Colombian
HGDP00708 HGDP00708 Colombian
HGDP00710 HGDP00710 Colombian
HGDP00711 HGDP00711 Cambodian
HGDP00712 HGDP00712 Cambodian
HGDP00713 HGDP00713 Cambodian
HGDP00714 HGDP00714 Cambodian
HGDP00715 HGDP00715 Cambodian
HGDP00716 HGDP00716 Cambodian
HGDP00717 HGDP00717 Cambodian
HGDP00719 HGDP00719 Cambodian
HGDP00720 HGDP00720 Cambodian
HGDP00721 HGDP00721 Cambodian
HGDP00722 HGDP00722 Palestinian
HGDP00723 HGDP00723 Palestinian
HGDP00724 HGDP00724 Palestinian
HGDP00725 HGDP00725 Palestinian
HGDP00726 HGDP00726 Palestinian
HGDP00727 HGDP00727 Palestinian
HGDP00729 HGDP00729 Palestinian
HGDP00730 HGDP00730 Palestinian
HGDP00731 HGDP00731 Palestinian
HGDP00732 HGDP00732 Palestinian
HGDP00733 HGDP00733 Palestinian
HGDP00734 HGDP00734 Palestinian
HGDP00735 HGDP00735 Palestinian
HGDP00736 HGDP00736 Palestinian
HGDP00737 HGDP00737 Palestinian
HGDP00738 HGDP00738 Palestinian
HGDP00739 HGDP00739 Palestinian
HGDP00740 HGDP00740 Palestinian
HGDP00741 HGDP00741 Palestinian
HGDP00744 HGDP00744 Palestinian
HGDP00745 HGDP00745 Palestinian
HGDP00746 HGDP00746 Palestinian
HGDP00747 HGDP00747 Japanese
HGDP00748 HGDP00748 Japanese
HGDP00749 HGDP00749 Japanese
HGDP00750 HGDP00750 Japanese
HGDP00751 HGDP00751 Japanese
HGDP00752 HGDP00752 Japanese
HGDP00753 HGDP00753 Japanese
HGDP00755 HGDP00755 Japanese
HGDP00756 HGDP00756 Japanese
HGDP00757 HGDP00757 Japanese
HGDP00758 HGDP00758 Japanese
HGDP00759 HGDP00759 Japanese
HGDP00760 HGDP00760 Japanese
HGDP00761 HGDP00761 Japanese
HGDP00762 HGDP00762 Japanese
HGDP00763 HGDP00763 Japanese
HGDP00764 HGDP00764 Japanese
HGDP00765 HGDP00765 Japanese
HGDP00766 HGDP00766 Japanese
HGDP00767 HGDP00767 Japanese
HGDP00768 HGDP00768 Japanese
HGDP00769 HGDP00769 Japanese
HGDP00771 HGDP00771 Japanese
HGDP00772 HGDP00772 Japanese
HGDP00773 HGDP00773 Japanese
HGDP00774 HGDP00774 Han
HGDP00775 HGDP00775 Han
HGDP00776 HGDP00776 Han
HGDP00777 HGDP00777 Han
HGDP00778 HGDP00778 Han
HGDP00779 HGDP00779 Han
HGDP00780 HGDP00780 Han
HGDP00781 HGDP00781 Han
HGDP00782 HGDP00782 Han
HGDP00783 HGDP00783 Han
HGDP00784 HGDP00784 Han
HGDP00785 HGDP00785 Han
HGDP00786 HGDP00786 Han
HGDP00787 HGDP00787 Melanesian
HGDP00788 HGDP00788 Melanesian
HGDP00790 HGDP00790 Japanese
HGDP00791 HGDP00791 Japanese
HGDP00794 HGDP00794 Orcadian
HGDP00795 HGDP00795 Orcadian
HGDP00796 HGDP00796 Orcadian
HGDP00797 HGDP00797 Orcadian
HGDP00798 HGDP00798 Orcadian
HGDP00799 HGDP00799 Orcadian
HGDP00800 HGDP00800 Orcadian
HGDP00802 HGDP00802 Orcadian
HGDP00803 HGDP00803 Orcadian
HGDP00804 HGDP00804 Orcadian
HGDP00805 HGDP00805 Orcadian
HGDP00806 HGDP00806 Orcadian
HGDP00807 HGDP00807 Orcadian
HGDP00808 HGDP00808 Orcadian
HGDP00810 HGDP00810 Orcadian
HGDP00811 HGDP00811 Han
HGDP00812 HGDP00812 Han
HGDP00813 HGDP00813 Han
HGDP00814 HGDP00814 Han
HGDP00815 HGDP00815 Han
HGDP00817 HGDP00817 Han
HGDP00818 HGDP00818 Han
HGDP00819 HGDP00819 Han
HGDP00820 HGDP00820 Han
HGDP00821 HGDP00821 Han
HGDP00822 HGDP00822 Han
HGDP00828 HGDP00828 Japanese
HGDP00832 HGDP00832 Surui
HGDP00837 HGDP00837 Surui
HGDP00838 HGDP00838 Surui
HGDP00843 HGDP00843 Surui
HGDP00845 HGDP00845 Surui
HGDP00846 HGDP00846 Surui
HGDP00849 HGDP00849 Surui
HGDP00852 HGDP00852 Surui
HGDP00854 HGDP00854 Maya
HGDP00855 HGDP00855 Maya
HGDP00856 HGDP00856 Maya
HGDP00857 HGDP00857 Maya
HGDP00858 HGDP00858 Maya
HGDP00859 HGDP00859 Maya
HGDP00860 HGDP00860 Maya
HGDP00861 HGDP00861 Maya
HGDP00862 HGDP00862 Maya
HGDP00863 HGDP00863 Maya
HGDP00864 HGDP00864 Maya
HGDP00865 HGDP00865 Maya
HGDP00868 HGDP00868 Maya
HGDP00869 HGDP00869 Maya
HGDP00870 HGDP00870 Maya
HGDP00871 HGDP00871 Maya
HGDP00872 HGDP00872 Maya
HGDP00873 HGDP00873 Maya
HGDP00875 HGDP00875 Maya
HGDP00876 HGDP00876 Maya
HGDP00877 HGDP00877 Maya
HGDP00879 HGDP00879 Russian
HGDP00880 HGDP00880 Russian
HGDP00881 HGDP00881 Russian
HGDP00882 HGDP00882 Russian
HGDP00883 HGDP00883 Russian
HGDP00884 HGDP00884 Russian
HGDP00885 HGDP00885 Russian
HGDP00886 HGDP00886 Russian
HGDP00887 HGDP00887 Russian
HGDP00888 HGDP00888 Russian
HGDP00889 HGDP00889 Russian
HGDP00890 HGDP00890 Russian
HGDP00891 HGDP00891 Russian
HGDP00892 HGDP00892 Russian
HGDP00893 HGDP00893 Russian
HGDP00894 HGDP00894 Russian
HGDP00895 HGDP00895 Russian
HGDP00896 HGDP00896 Russian
HGDP00897 HGDP00897 Russian
HGDP00898 HGDP00898 Russian
HGDP00899 HGDP00899 Russian
HGDP00900 HGDP00900 Russian
HGDP00901 HGDP00901 Russian
HGDP00902 HGDP00902 Russian
HGDP00903 HGDP00903 Russian
HGDP00904 HGDP00904 Mandenka
HGDP00905 HGDP00905 Mandenka
HGDP00906 HGDP00906 Mandenka
HGDP00907 HGDP00907 Mandenka
HGDP00908 HGDP00908 Mandenka
HGDP00909 HGDP00909 Mandenka
HGDP00910 HGDP00910 Mandenka
HGDP00911 HGDP00911 Mandenka
HGDP00912 HGDP00912 Mandenka
HGDP00913 HGDP00913 Mandenka
HGDP00914 HGDP00914 Mandenka
HGDP00915 HGDP00915 Mandenka
HGDP00917 HGDP00917 Mandenka
HGDP00918 HGDP00918 Mandenka
HGDP00920 HGDP00920 Yoruba
HGDP00924 HGDP00924 Yoruba
HGDP00925 HGDP00925 Yoruba
HGDP00926 HGDP00926 Yoruba
HGDP00927 HGDP00927 Yoruba
HGDP00928 HGDP00928 Yoruba
HGDP00929 HGDP00929 Yoruba
HGDP00930 HGDP00930 Yoruba
HGDP00931 HGDP00931 Yoruba
HGDP00932 HGDP00932 Yoruba
HGDP00933 HGDP00933 Yoruba
HGDP00934 HGDP00934 Yoruba
HGDP00935 HGDP00935 Yoruba
HGDP00936 HGDP00936 Yoruba
HGDP00937 HGDP00937 Yoruba
HGDP00938 HGDP00938 Yoruba
HGDP00939 HGDP00939 Yoruba
HGDP00940 HGDP00940 Yoruba
HGDP00941 HGDP00941 Yoruba
HGDP00942 HGDP00942 Yoruba
HGDP00943 HGDP00943 Yoruba
HGDP00945 HGDP00945 Yakut
HGDP00946 HGDP00946 Yakut
HGDP00947 HGDP00947 Yakut
HGDP00948 HGDP00948 Yakut
HGDP00949 HGDP00949 Yakut
HGDP00950 HGDP00950 Yakut
HGDP00951 HGDP00951 Yakut
HGDP00952 HGDP00952 Yakut
HGDP00953 HGDP00953 Yakut
HGDP00954 HGDP00954 Yakut
HGDP00955 HGDP00955 Yakut
HGDP00956 HGDP00956 Yakut
HGDP00957 HGDP00957 Yakut
HGDP00958 HGDP00958 Yakut
HGDP00959 HGDP00959 Yakut
HGDP00960 HGDP00960 Yakut
HGDP00961 HGDP00961 Yakut
HGDP00962 HGDP00962 Yakut
HGDP00963 HGDP00963 Yakut
HGDP00964 HGDP00964 Yakut
HGDP00965 HGDP00965 Yakut
HGDP00966 HGDP00966 Yakut
HGDP00967 HGDP00967 Yakut
HGDP00968 HGDP00968 Yakut
HGDP00969 HGDP00969 Yakut
HGDP00970 HGDP00970 Colombian
HGDP00971 HGDP00971 Han
HGDP00972 HGDP00972 Han
HGDP00973 HGDP00973 Han
HGDP00974 HGDP00974 Han
HGDP00975 HGDP00975 Han
HGDP00976 HGDP00976 Han
HGDP00977 HGDP00977 Han
HGDP00979 HGDP00979 Melanesian
HGDP00982 HGDP00982 MbutiPygmy
HGDP00984 HGDP00984 MbutiPygmy
HGDP00985 HGDP00985 BiakaPygmy
HGDP00986 HGDP00986 BiakaPygmy
HGDP00991 HGDP00991 San
HGDP00992 HGDP00992 San
HGDP00993 HGDP00993 BantuSouthAfrica
HGDP00994 HGDP00994 BantuSouthAfrica
HGDP00995 HGDP00995 Karitiana
HGDP00998 HGDP00998 Karitiana
HGDP00999 HGDP00999 Karitiana
HGDP01001 HGDP01001 Karitiana
HGDP01003 HGDP01003 Karitiana
HGDP01006 HGDP01006 Karitiana
HGDP01010 HGDP01010 Karitiana
HGDP01012 HGDP01012 Karitiana
HGDP01013 HGDP01013 Karitiana
HGDP01014 HGDP01014 Karitiana
HGDP01015 HGDP01015 Karitiana
HGDP01018 HGDP01018 Karitiana
HGDP01019 HGDP01019 Karitiana
HGDP01021 HGDP01021 Han
HGDP01023 HGDP01023 Han
HGDP01024 HGDP01024 Han
HGDP01027 HGDP01027 Melanesian
HGDP01028 HGDP01028 BantuSouthAfrica
HGDP01029 HGDP01029 San
HGDP01030 HGDP01030 BantuSouthAfrica
HGDP01031 HGDP01031 BantuSouthAfrica
HGDP01032 HGDP01032 San
HGDP01033 HGDP01033 BantuSouthAfrica
HGDP01034 HGDP01034 BantuSouthAfrica
HGDP01035 HGDP01035 BantuSouthAfrica
HGDP01036 HGDP01036 San
HGDP01037 HGDP01037 Pima
HGDP01041 HGDP01041 Pima
HGDP01043 HGDP01043 Pima
HGDP01044 HGDP01044 Pima
HGDP01047 HGDP01047 Pima
HGDP01050 HGDP01050 Pima
HGDP01051 HGDP01051 Pima
HGDP01053 HGDP01053 Pima
HGDP01055 HGDP01055 Pima
HGDP01056 HGDP01056 Pima
HGDP01057 HGDP01057 Pima
HGDP01058 HGDP01058 Pima
HGDP01059 HGDP01059 Pima
HGDP01060 HGDP01060 Pima
HGDP01062 HGDP01062 Sardinian
HGDP01063 HGDP01063 Sardinian
HGDP01064 HGDP01064 Sardinian
HGDP01065 HGDP01065 Sardinian
HGDP01066 HGDP01066 Sardinian
HGDP01067 HGDP01067 Sardinian
HGDP01068 HGDP01068 Sardinian
HGDP01069 HGDP01069 Sardinian
HGDP01070 HGDP01070 Sardinian
HGDP01071 HGDP01071 Sardinian
HGDP01072 HGDP01072 Sardinian
HGDP01073 HGDP01073 Sardinian
HGDP01074 HGDP01074 Sardinian
HGDP01075 HGDP01075 Sardinian
HGDP01076 HGDP01076 Sardinian
HGDP01077 HGDP01077 Sardinian
HGDP01078 HGDP01078 Sardinian
HGDP01079 HGDP01079 Sardinian
HGDP01081 HGDP01081 MbutiPygmy
HGDP01086 HGDP01086 BiakaPygmy
HGDP01087 HGDP01087 BiakaPygmy
HGDP01090 HGDP01090 BiakaPygmy
HGDP01094 HGDP01094 BiakaPygmy
HGDP01095 HGDP01095 Tujia
HGDP01096 HGDP01096 Tujia
HGDP01097 HGDP01097 Tujia
HGDP01098 HGDP01098 Tujia
HGDP01099 HGDP01099 Tujia
HGDP01100 HGDP01100 Tujia
HGDP01101 HGDP01101 Tujia
HGDP01102 HGDP01102 Tujia
HGDP01103 HGDP01103 Tujia
HGDP01104 HGDP01104 Tujia
HGDP01147 HGDP01147 Italian
HGDP01151 HGDP01151 Italian
HGDP01152 HGDP01152 Italian
HGDP01153 HGDP01153 Italian
HGDP01155 HGDP01155 Italian
HGDP01156 HGDP01156 Italian
HGDP01157 HGDP01157 Italian
HGDP01162 HGDP01162 Tuscan
HGDP01163 HGDP01163 Tuscan
HGDP01164 HGDP01164 Tuscan
HGDP01166 HGDP01166 Tuscan
HGDP01167 HGDP01167 Tuscan
HGDP01168 HGDP01168 Tuscan
HGDP01169 HGDP01169 Tuscan
HGDP01171 HGDP01171 Italian
HGDP01172 HGDP01172 Italian
HGDP01173 HGDP01173 Italian
HGDP01174 HGDP01174 Italian
HGDP01177 HGDP01177 Italian
HGDP01179 HGDP01179 Yi
HGDP01180 HGDP01180 Yi
HGDP01181 HGDP01181 Yi
HGDP01182 HGDP01182 Yi
HGDP01183 HGDP01183 Yi
HGDP01184 HGDP01184 Yi
HGDP01185 HGDP01185 Yi
HGDP01186 HGDP01186 Yi
HGDP01187 HGDP01187 Yi
HGDP01188 HGDP01188 Yi
HGDP01189 HGDP01189 Miao
